ID filter results
020649.47-041452.7 I {'amp': 235.457, 'R_sersic': 1.558, 'n_sersic': 1.4, 'center_x': -0.075, 'center_y': 0.094, 'phi_G': 0.015, 'q': 0.789, 'QSO_amp': 1792.133, 'host_amp': 5992.536, 'host_flux_ratio_percent': 76.979, 'host_mag': 17.556, 'qso_x': -0.053, 'qso_y': 0.119, 'redu_Chisq': 11.962374}
085640.08+000621.8 Y {'amp': 19.0, 'R_sersic': 0.709, 'n_sersic': 3.244, 'center_x': 0.087, 'center_y': -0.018, 'phi_G': -0.462, 'q': 0.883, 'QSO_amp': 150.988, 'host_amp': 164.914, 'host_flux_ratio_percent': 52.204, 'host_mag': 21.457, 'qso_x': 0.198, 'qso_y': -0.054, 'redu_Chisq': 0.998403}
141412.78+523208.9 I {'amp': 25.58, 'R_sersic': 0.79, 'n_sersic': 0.465, 'center_x': -0.059, 'center_y': -0.102, 'phi_G': 1.497, 'q': 0.931, 'QSO_amp': 1282.11, 'host_amp': 132.849, 'host_flux_ratio_percent': 9.389, 'host_mag': 21.692, 'qso_x': 0.105, 'qso_y': -0.001, 'redu_Chisq': 1.537512}
141412.78+523208.9 G {'amp': 0.0, 'R_sersic': 0.79, 'n_sersic': 0.465, 'center_x': -0.499, 'center_y': 0.499, 'phi_G': 1.497, 'q': 0.931, 'QSO_amp': 1442.211, 'host_amp': 0.002, 'host_flux_ratio_percent': 0.0, 'host_mag': 33.747, 'qso_x': 0.135, 'qso_y': -0.026, 'redu_Chisq': 12.352831}
141412.78+523208.9 R {'amp': 0.0, 'R_sersic': 0.79, 'n_sersic': 0.465, 'center_x': 0.5, 'center_y': -0.5, 'phi_G': 1.497, 'q': 0.931, 'QSO_amp': 1410.262, 'host_amp': 0.0, 'host_flux_ratio_percent': 0.0, 'host_mag': 35.411, 'qso_x': 0.084, 'qso_y': 0.038, 'redu_Chisq': 10.516783}
141412.78+523208.9 Z {'amp': 35.631, 'R_sersic': 0.79, 'n_sersic': 0.465, 'center_x': -0.038, 'center_y': -0.018, 'phi_G': 1.497, 'q': 0.931, 'QSO_amp': 1260.255, 'host_amp': 185.043, 'host_flux_ratio_percent': 12.803, 'host_mag': 21.332, 'qso_x': 0.103, 'qso_y': -0.0, 'redu_Chisq': 1.191818}
141412.78+523208.9 Y {'amp': 45.903, 'R_sersic': 0.79, 'n_sersic': 0.465, 'center_x': -0.076, 'center_y': -0.153, 'phi_G': 1.497, 'q': 0.931, 'QSO_amp': 1114.923, 'host_amp': 238.389, 'host_flux_ratio_percent': 17.615, 'host_mag': 21.057, 'qso_x': 0.107, 'qso_y': 0.003, 'redu_Chisq': 1.378463}
224145.41-000122.6 I {'amp': 46838.56, 'R_sersic': 0.1, 'n_sersic': 0.3, 'center_x': 0.135, 'center_y': -0.112, 'phi_G': 0.183, 'q': 0.745, 'QSO_amp': 0.738, 'host_amp': 2814.476, 'host_flux_ratio_percent': 99.974, 'host_mag': 18.377, 'qso_x': -0.079, 'qso_y': -0.019, 'redu_Chisq': 10.416153}
224145.41-000122.6 G {'amp': 39489.461, 'R_sersic': 0.1, 'n_sersic': 0.3, 'center_x': 0.133, 'center_y': -0.1, 'phi_G': 0.183, 'q': 0.745, 'QSO_amp': 0.356, 'host_amp': 2365.194, 'host_flux_ratio_percent': 99.985, 'host_mag': 18.565, 'qso_x': 0.084, 'qso_y': 0.062, 'redu_Chisq': 3.086753}
224145.41-000122.6 R {'amp': 19.984, 'R_sersic': 0.1, 'n_sersic': 0.3, 'center_x': 0.148, 'center_y': -0.203, 'phi_G': 0.183, 'q': 0.745, 'QSO_amp': 2789.974, 'host_amp': 1.203, 'host_flux_ratio_percent': 0.043, 'host_mag': 26.799, 'qso_x': 0.138, 'qso_y': -0.11, 'redu_Chisq': 4.595231}
224145.41-000122.6 Z {'amp': 2.462, 'R_sersic': 0.1, 'n_sersic': 0.3, 'center_x': 0.178, 'center_y': -0.217, 'phi_G': 0.183, 'q': 0.745, 'QSO_amp': 2944.773, 'host_amp': 0.148, 'host_flux_ratio_percent': 0.005, 'host_mag': 29.073, 'qso_x': 0.138, 'qso_y': -0.107, 'redu_Chisq': 8.133626}
224145.41-000122.6 Y {'amp': 28.093, 'R_sersic': 0.1, 'n_sersic': 0.3, 'center_x': 0.168, 'center_y': -0.144, 'phi_G': 0.183, 'q': 0.745, 'QSO_amp': 2765.135, 'host_amp': 1.687, 'host_flux_ratio_percent': 0.061, 'host_mag': 26.432, 'qso_x': 0.139, 'qso_y': -0.109, 'redu_Chisq': 1.907595}
022309.20-055319.4 I {'amp': 7.894, 'R_sersic': 0.765, 'n_sersic': 3.698, 'center_x': -0.127, 'center_y': 0.126, 'phi_G': 0.622, 'q': 0.884, 'QSO_amp': 358.245, 'host_amp': 99.201, 'host_flux_ratio_percent': 21.686, 'host_mag': 22.009, 'qso_x': -0.113, 'qso_y': -0.033, 'redu_Chisq': 1.080866}
022309.20-055319.4 G {'amp': 0.231, 'R_sersic': 0.765, 'n_sersic': 3.698, 'center_x': -0.042, 'center_y': 0.462, 'phi_G': 0.622, 'q': 0.884, 'QSO_amp': 369.54, 'host_amp': 2.922, 'host_flux_ratio_percent': 0.784, 'host_mag': 25.836, 'qso_x': -0.108, 'qso_y': -0.014, 'redu_Chisq': 1.073916}
022309.20-055319.4 R {'amp': 1.562, 'R_sersic': 0.765, 'n_sersic': 3.698, 'center_x': -0.211, 'center_y': 0.461, 'phi_G': 0.622, 'q': 0.884, 'QSO_amp': 356.485, 'host_amp': 19.763, 'host_flux_ratio_percent': 5.253, 'host_mag': 23.76, 'qso_x': -0.124, 'qso_y': -0.019, 'redu_Chisq': 1.069976}
022309.20-055319.4 Z {'amp': 13.139, 'R_sersic': 0.765, 'n_sersic': 3.698, 'center_x': -0.127, 'center_y': 0.125, 'phi_G': 0.622, 'q': 0.884, 'QSO_amp': 354.658, 'host_amp': 166.49, 'host_flux_ratio_percent': 31.947, 'host_mag': 21.447, 'qso_x': -0.112, 'qso_y': -0.043, 'redu_Chisq': 1.047691}
022309.20-055319.4 Y {'amp': 15.627, 'R_sersic': 0.765, 'n_sersic': 3.698, 'center_x': -0.043, 'center_y': 0.125, 'phi_G': 0.622, 'q': 0.884, 'QSO_amp': 378.257, 'host_amp': 197.789, 'host_flux_ratio_percent': 34.336, 'host_mag': 21.259, 'qso_x': -0.134, 'qso_y': -0.043, 'redu_Chisq': 0.976644}
161408.54+432404.1 I {'amp': 1403.002, 'R_sersic': 0.103, 'n_sersic': 3.174, 'center_x': 0.251, 'center_y': 0.01, 'phi_G': 1.553, 'q': 0.647, 'QSO_amp': 31.391, 'host_amp': 155.469, 'host_flux_ratio_percent': 83.201, 'host_mag': 21.521, 'qso_x': 0.18, 'qso_y': 0.077, 'redu_Chisq': 1.060621}
161408.54+432404.1 G {'amp': 216.986, 'R_sersic': 0.103, 'n_sersic': 3.174, 'center_x': 0.141, 'center_y': -0.005, 'phi_G': 1.553, 'q': 0.647, 'QSO_amp': 79.557, 'host_amp': 27.699, 'host_flux_ratio_percent': 25.825, 'host_mag': 23.394, 'qso_x': 0.03, 'qso_y': 0.028, 'redu_Chisq': 0.972378}
161408.54+432404.1 R {'amp': 568.255, 'R_sersic': 0.103, 'n_sersic': 3.174, 'center_x': 0.05, 'center_y': 0.069, 'phi_G': 1.553, 'q': 0.647, 'QSO_amp': 44.444, 'host_amp': 82.093, 'host_flux_ratio_percent': 64.876, 'host_mag': 22.214, 'qso_x': 0.113, 'qso_y': -0.014, 'redu_Chisq': 0.992199}
161408.54+432404.1 Z {'amp': 2118.136, 'R_sersic': 0.103, 'n_sersic': 3.174, 'center_x': 0.075, 'center_y': 0.031, 'phi_G': 1.553, 'q': 0.647, 'QSO_amp': 0.2, 'host_amp': 243.555, 'host_flux_ratio_percent': 99.918, 'host_mag': 21.034, 'qso_x': -0.01, 'qso_y': 0.027, 'redu_Chisq': 1.052891}
161408.54+432404.1 Y {'amp': 2313.302, 'R_sersic': 0.103, 'n_sersic': 3.174, 'center_x': 0.079, 'center_y': 0.021, 'phi_G': 1.553, 'q': 0.647, 'QSO_amp': 14.561, 'host_amp': 258.95, 'host_flux_ratio_percent': 94.676, 'host_mag': 20.967, 'qso_x': -0.264, 'qso_y': 0.276, 'redu_Chisq': 1.08181}
141506.93-001000.2 I {'amp': 161.92, 'R_sersic': 0.238, 'n_sersic': 1.939, 'center_x': 0.024, 'center_y': -0.041, 'phi_G': -0.682, 'q': 0.853, 'QSO_amp': 41.119, 'host_amp': 128.502, 'host_flux_ratio_percent': 75.758, 'host_mag': 21.728, 'qso_x': 0.009, 'qso_y': 0.032, 'redu_Chisq': 1.00269}
141506.93-001000.2 G {'amp': 14.611, 'R_sersic': 0.238, 'n_sersic': 1.939, 'center_x': 0.111, 'center_y': -0.052, 'phi_G': -0.682, 'q': 0.853, 'QSO_amp': 43.539, 'host_amp': 11.56, 'host_flux_ratio_percent': 20.981, 'host_mag': 24.343, 'qso_x': 0.014, 'qso_y': -0.012, 'redu_Chisq': 1.074837}
141506.93-001000.2 R {'amp': 66.985, 'R_sersic': 0.238, 'n_sersic': 1.939, 'center_x': 0.038, 'center_y': -0.018, 'phi_G': -0.682, 'q': 0.853, 'QSO_amp': 30.453, 'host_amp': 52.403, 'host_flux_ratio_percent': 63.246, 'host_mag': 22.702, 'qso_x': 0.022, 'qso_y': -0.01, 'redu_Chisq': 1.152064}
141506.93-001000.2 Z {'amp': 224.025, 'R_sersic': 0.238, 'n_sersic': 1.939, 'center_x': 0.017, 'center_y': -0.024, 'phi_G': -0.682, 'q': 0.853, 'QSO_amp': 67.152, 'host_amp': 173.78, 'host_flux_ratio_percent': 72.128, 'host_mag': 21.4, 'qso_x': 0.027, 'qso_y': 0.004, 'redu_Chisq': 1.119477}
141506.93-001000.2 Y {'amp': 317.119, 'R_sersic': 0.238, 'n_sersic': 1.939, 'center_x': 0.019, 'center_y': -0.056, 'phi_G': -0.682, 'q': 0.853, 'QSO_amp': 41.611, 'host_amp': 246.252, 'host_flux_ratio_percent': 85.545, 'host_mag': 21.022, 'qso_x': -0.001, 'qso_y': 0.163, 'redu_Chisq': 1.013715}
142240.36-010646.1 I {'amp': 30255.287, 'R_sersic': 0.15, 'n_sersic': 0.33, 'center_x': -0.242, 'center_y': -0.016, 'phi_G': -1.523, 'q': 0.867, 'QSO_amp': 210.842, 'host_amp': 4826.585, 'host_flux_ratio_percent': 95.814, 'host_mag': 17.791, 'qso_x': 0.052, 'qso_y': -0.073, 'redu_Chisq': 17.196828}
142240.36-010646.1 G {'amp': 35457.041, 'R_sersic': 0.15, 'n_sersic': 0.33, 'center_x': -0.226, 'center_y': -0.018, 'phi_G': -1.523, 'q': 0.867, 'QSO_amp': 150.804, 'host_amp': 5656.009, 'host_flux_ratio_percent': 97.403, 'host_mag': 17.619, 'qso_x': -0.067, 'qso_y': -0.044, 'redu_Chisq': 11.131109}
142240.36-010646.1 R {'amp': 29086.21, 'R_sersic': 0.15, 'n_sersic': 0.33, 'center_x': -0.234, 'center_y': 0.004, 'phi_G': -1.523, 'q': 0.867, 'QSO_amp': 1090.89, 'host_amp': 4640.021, 'host_flux_ratio_percent': 80.965, 'host_mag': 17.834, 'qso_x': -0.197, 'qso_y': -0.098, 'redu_Chisq': 10.412644}
142240.36-010646.1 Z {'amp': 33.181, 'R_sersic': 0.15, 'n_sersic': 0.33, 'center_x': -0.177, 'center_y': -0.055, 'phi_G': -1.523, 'q': 0.867, 'QSO_amp': 5985.129, 'host_amp': 5.293, 'host_flux_ratio_percent': 0.088, 'host_mag': 25.191, 'qso_x': -0.231, 'qso_y': -0.017, 'redu_Chisq': 7.208161}
142240.36-010646.1 Y {'amp': 55.362, 'R_sersic': 0.15, 'n_sersic': 0.33, 'center_x': 0.497, 'center_y': -0.01, 'phi_G': -1.523, 'q': 0.867, 'QSO_amp': 5445.357, 'host_amp': 8.832, 'host_flux_ratio_percent': 0.162, 'host_mag': 24.635, 'qso_x': -0.063, 'qso_y': -0.024, 'redu_Chisq': 2.190109}
120321.10-003720.5 I {'amp': 3.464, 'R_sersic': 2.814, 'n_sersic': 3.711, 'center_x': -0.211, 'center_y': -0.125, 'phi_G': -0.809, 'q': 0.57, 'QSO_amp': 3900.144, 'host_amp': 263.23, 'host_flux_ratio_percent': 6.323, 'host_mag': 20.949, 'qso_x': 0.093, 'qso_y': -0.032, 'redu_Chisq': 7.50183}
120321.10-003720.5 G {'amp': 2.195, 'R_sersic': 2.814, 'n_sersic': 3.711, 'center_x': 0.461, 'center_y': -0.125, 'phi_G': -0.809, 'q': 0.57, 'QSO_amp': 4062.429, 'host_amp': 166.051, 'host_flux_ratio_percent': 3.927, 'host_mag': 21.449, 'qso_x': 0.075, 'qso_y': -0.035, 'redu_Chisq': 13.930074}
120321.10-003720.5 R {'amp': 1.728, 'R_sersic': 2.814, 'n_sersic': 3.711, 'center_x': -0.378, 'center_y': -0.043, 'phi_G': -0.809, 'q': 0.57, 'QSO_amp': 4095.707, 'host_amp': 131.061, 'host_flux_ratio_percent': 3.101, 'host_mag': 21.706, 'qso_x': 0.092, 'qso_y': -0.033, 'redu_Chisq': 10.358217}
120321.10-003720.5 Z {'amp': 6.796, 'R_sersic': 2.814, 'n_sersic': 3.711, 'center_x': -0.042, 'center_y': -0.041, 'phi_G': -0.809, 'q': 0.57, 'QSO_amp': 3777.657, 'host_amp': 516.013, 'host_flux_ratio_percent': 12.018, 'host_mag': 20.218, 'qso_x': 0.091, 'qso_y': -0.033, 'redu_Chisq': 2.291175}
120321.10-003720.5 Y {'amp': 3.997, 'R_sersic': 2.814, 'n_sersic': 3.711, 'center_x': -0.163, 'center_y': -0.022, 'phi_G': -0.809, 'q': 0.57, 'QSO_amp': 3621.538, 'host_amp': 292.02, 'host_flux_ratio_percent': 7.462, 'host_mag': 20.836, 'qso_x': 0.092, 'qso_y': -0.035, 'redu_Chisq': 1.659765}
022716.12-044539.1 I {'amp': 222.694, 'R_sersic': 0.294, 'n_sersic': 3.74, 'center_x': -0.041, 'center_y': 0.21, 'phi_G': -0.084, 'q': 0.712, 'QSO_amp': 0.565, 'host_amp': 673.916, 'host_flux_ratio_percent': 99.916, 'host_mag': 19.928, 'qso_x': 0.192, 'qso_y': 0.122, 'redu_Chisq': 1.540894}
022716.12-044539.1 G {'amp': 17.607, 'R_sersic': 0.294, 'n_sersic': 3.74, 'center_x': -0.064, 'center_y': 0.17, 'phi_G': -0.084, 'q': 0.712, 'QSO_amp': 590.314, 'host_amp': 22.223, 'host_flux_ratio_percent': 3.628, 'host_mag': 23.633, 'qso_x': -0.005, 'qso_y': 0.181, 'redu_Chisq': 1.01331}
022716.12-044539.1 R {'amp': 86.051, 'R_sersic': 0.294, 'n_sersic': 3.74, 'center_x': -0.043, 'center_y': 0.209, 'phi_G': -0.084, 'q': 0.712, 'QSO_amp': 438.462, 'host_amp': 241.864, 'host_flux_ratio_percent': 35.551, 'host_mag': 21.041, 'qso_x': -0.013, 'qso_y': 0.185, 'redu_Chisq': 1.000337}
022716.12-044539.1 Z {'amp': 307.227, 'R_sersic': 0.294, 'n_sersic': 3.74, 'center_x': -0.04, 'center_y': 0.21, 'phi_G': -0.084, 'q': 0.712, 'QSO_amp': 20.2, 'host_amp': 767.457, 'host_flux_ratio_percent': 97.435, 'host_mag': 19.787, 'qso_x': 0.062, 'qso_y': 0.053, 'redu_Chisq': 1.039611}
022716.12-044539.1 Y {'amp': 374.068, 'R_sersic': 0.294, 'n_sersic': 3.74, 'center_x': -0.02, 'center_y': 0.179, 'phi_G': -0.084, 'q': 0.712, 'QSO_amp': 313.373, 'host_amp': 476.778, 'host_flux_ratio_percent': 60.34, 'host_mag': 20.304, 'qso_x': 0.0, 'qso_y': 0.182, 'redu_Chisq': 1.019884}
020202.44-042819.5 I {'amp': 120.674, 'R_sersic': 0.347, 'n_sersic': 2.52, 'center_x': 0.006, 'center_y': 0.343, 'phi_G': 0.138, 'q': 0.592, 'QSO_amp': 55.682, 'host_amp': 151.836, 'host_flux_ratio_percent': 73.168, 'host_mag': 21.547, 'qso_x': -0.078, 'qso_y': 0.304, 'redu_Chisq': 1.095129}
020202.44-042819.5 G {'amp': 9.638, 'R_sersic': 0.347, 'n_sersic': 2.52, 'center_x': 0.054, 'center_y': 0.247, 'phi_G': 0.138, 'q': 0.592, 'QSO_amp': 68.273, 'host_amp': 12.126, 'host_flux_ratio_percent': 15.082, 'host_mag': 24.291, 'qso_x': -0.045, 'qso_y': 0.345, 'redu_Chisq': 1.095933}
020202.44-042819.5 R {'amp': 45.623, 'R_sersic': 0.347, 'n_sersic': 2.52, 'center_x': -0.018, 'center_y': 0.342, 'phi_G': 0.138, 'q': 0.592, 'QSO_amp': 67.84, 'host_amp': 57.352, 'host_flux_ratio_percent': 45.811, 'host_mag': 22.604, 'qso_x': -0.031, 'qso_y': 0.324, 'redu_Chisq': 1.087248}
020202.44-042819.5 Z {'amp': 189.491, 'R_sersic': 0.347, 'n_sersic': 2.52, 'center_x': -0.004, 'center_y': 0.325, 'phi_G': 0.138, 'q': 0.592, 'QSO_amp': 54.712, 'host_amp': 239.06, 'host_flux_ratio_percent': 81.376, 'host_mag': 21.054, 'qso_x': -0.069, 'qso_y': 0.322, 'redu_Chisq': 1.089082}
020202.44-042819.5 Y {'amp': 200.964, 'R_sersic': 0.347, 'n_sersic': 2.52, 'center_x': -0.082, 'center_y': 0.301, 'phi_G': 0.138, 'q': 0.592, 'QSO_amp': 98.956, 'host_amp': 261.705, 'host_flux_ratio_percent': 72.563, 'host_mag': 20.955, 'qso_x': 0.057, 'qso_y': 0.37, 'redu_Chisq': 1.025779}
021453.66-042844.8 I {'amp': 41.526, 'R_sersic': 0.992, 'n_sersic': 1.169, 'center_x': 0.204, 'center_y': -0.064, 'phi_G': 1.264, 'q': 0.406, 'QSO_amp': 127.171, 'host_amp': 212.113, 'host_flux_ratio_percent': 62.518, 'host_mag': 21.184, 'qso_x': 0.195, 'qso_y': -0.137, 'redu_Chisq': 1.034213}
021453.66-042844.8 G {'amp': 9.533, 'R_sersic': 0.992, 'n_sersic': 1.169, 'center_x': 0.227, 'center_y': 0.199, 'phi_G': 1.264, 'q': 0.406, 'QSO_amp': 88.627, 'host_amp': 48.659, 'host_flux_ratio_percent': 35.443, 'host_mag': 22.782, 'qso_x': 0.216, 'qso_y': 0.044, 'redu_Chisq': 1.059593}
021453.66-042844.8 R {'amp': 19.72, 'R_sersic': 0.992, 'n_sersic': 1.169, 'center_x': 0.172, 'center_y': 0.145, 'phi_G': 1.264, 'q': 0.406, 'QSO_amp': 96.044, 'host_amp': 100.607, 'host_flux_ratio_percent': 51.16, 'host_mag': 21.993, 'qso_x': 0.216, 'qso_y': 0.033, 'redu_Chisq': 1.019475}
021453.66-042844.8 Z {'amp': 56.456, 'R_sersic': 0.992, 'n_sersic': 1.169, 'center_x': 0.194, 'center_y': -0.084, 'phi_G': 1.264, 'q': 0.406, 'QSO_amp': 143.898, 'host_amp': 288.214, 'host_flux_ratio_percent': 66.699, 'host_mag': 20.851, 'qso_x': 0.191, 'qso_y': -0.133, 'redu_Chisq': 0.999695}
021453.66-042844.8 Y {'amp': 58.115, 'R_sersic': 0.992, 'n_sersic': 1.169, 'center_x': 0.159, 'center_y': -0.087, 'phi_G': 1.264, 'q': 0.406, 'QSO_amp': 195.207, 'host_amp': 296.536, 'host_flux_ratio_percent': 60.303, 'host_mag': 20.82, 'qso_x': 0.194, 'qso_y': -0.141, 'redu_Chisq': 1.00961}
020421.06-040818.9 I {'amp': 26.383, 'R_sersic': 0.808, 'n_sersic': 1.124, 'center_x': -0.059, 'center_y': 0.204, 'phi_G': 1.015, 'q': 0.702, 'QSO_amp': 4016.094, 'host_amp': 152.134, 'host_flux_ratio_percent': 3.65, 'host_mag': 21.544, 'qso_x': -0.113, 'qso_y': 0.019, 'redu_Chisq': 5.695438}
020421.06-040818.9 G {'amp': -49.196, 'R_sersic': 0.808, 'n_sersic': 1.124, 'center_x': 0.031, 'center_y': -0.013, 'phi_G': 1.015, 'q': 0.702, 'QSO_amp': 3434.183, 'host_amp': -283.639, 'host_flux_ratio_percent': -9.003, 'host_mag': nan, 'qso_x': 0.049, 'qso_y': 0.025, 'redu_Chisq': 13.287395}
020421.06-040818.9 R {'amp': 9.753, 'R_sersic': 0.808, 'n_sersic': 1.124, 'center_x': -0.499, 'center_y': 0.338, 'phi_G': 1.015, 'q': 0.702, 'QSO_amp': 3728.784, 'host_amp': 56.209, 'host_flux_ratio_percent': 1.485, 'host_mag': 22.625, 'qso_x': 0.054, 'qso_y': 0.023, 'redu_Chisq': 8.536453}
020421.06-040818.9 Z {'amp': 22.709, 'R_sersic': 0.808, 'n_sersic': 1.124, 'center_x': 0.499, 'center_y': -0.079, 'phi_G': 1.015, 'q': 0.702, 'QSO_amp': 4231.529, 'host_amp': 130.905, 'host_flux_ratio_percent': 3.001, 'host_mag': 21.708, 'qso_x': -0.116, 'qso_y': 0.018, 'redu_Chisq': 3.016897}
020421.06-040818.9 Y {'amp': 16.184, 'R_sersic': 0.808, 'n_sersic': 1.124, 'center_x': -0.358, 'center_y': 0.499, 'phi_G': 1.015, 'q': 0.702, 'QSO_amp': 3610.95, 'host_amp': 93.267, 'host_flux_ratio_percent': 2.518, 'host_mag': 22.076, 'qso_x': -0.12, 'qso_y': 0.015, 'redu_Chisq': 1.463237}
085635.78+014247.0 I {'amp': 5.726, 'R_sersic': 1.205, 'n_sersic': 2.741, 'center_x': 0.125, 'center_y': -0.123, 'phi_G': -1.432, 'q': 0.782, 'QSO_amp': 1165.352, 'host_amp': 115.633, 'host_flux_ratio_percent': 9.027, 'host_mag': 21.842, 'qso_x': 0.064, 'qso_y': 0.085, 'redu_Chisq': 1.089894}
085635.78+014247.0 G {'amp': 0.536, 'R_sersic': 1.205, 'n_sersic': 2.741, 'center_x': 0.084, 'center_y': -0.496, 'phi_G': -1.432, 'q': 0.782, 'QSO_amp': 1036.738, 'host_amp': 10.589, 'host_flux_ratio_percent': 1.011, 'host_mag': 24.438, 'qso_x': 0.238, 'qso_y': 0.08, 'redu_Chisq': 1.36318}
085635.78+014247.0 R {'amp': 1.245, 'R_sersic': 1.205, 'n_sersic': 2.741, 'center_x': 0.201, 'center_y': -0.499, 'phi_G': -1.432, 'q': 0.782, 'QSO_amp': 1131.173, 'host_amp': 24.66, 'host_flux_ratio_percent': 2.134, 'host_mag': 23.52, 'qso_x': 0.234, 'qso_y': 0.081, 'redu_Chisq': 1.342505}
085635.78+014247.0 Z {'amp': 8.901, 'R_sersic': 1.205, 'n_sersic': 2.741, 'center_x': 0.126, 'center_y': -0.042, 'phi_G': -1.432, 'q': 0.782, 'QSO_amp': 1177.8, 'host_amp': 181.405, 'host_flux_ratio_percent': 13.346, 'host_mag': 21.353, 'qso_x': 0.063, 'qso_y': 0.087, 'redu_Chisq': 1.091517}
085635.78+014247.0 Y {'amp': 12.323, 'R_sersic': 1.205, 'n_sersic': 2.741, 'center_x': 0.15, 'center_y': -0.101, 'phi_G': -1.432, 'q': 0.782, 'QSO_amp': 1132.604, 'host_amp': 244.243, 'host_flux_ratio_percent': 17.739, 'host_mag': 21.03, 'qso_x': 0.063, 'qso_y': 0.086, 'redu_Chisq': 1.187308}
021259.10-043336.8 I {'amp': 2.899, 'R_sersic': 2.027, 'n_sersic': 3.888, 'center_x': 0.294, 'center_y': 0.04, 'phi_G': 0.294, 'q': 0.673, 'QSO_amp': 280.673, 'host_amp': 148.512, 'host_flux_ratio_percent': 34.603, 'host_mag': 21.571, 'qso_x': 0.052, 'qso_y': -0.013, 'redu_Chisq': 1.394465}
021259.10-043336.8 G {'amp': 0.231, 'R_sersic': 2.027, 'n_sersic': 3.888, 'center_x': 0.419, 'center_y': 0.062, 'phi_G': 0.294, 'q': 0.673, 'QSO_amp': 197.799, 'host_amp': 11.286, 'host_flux_ratio_percent': 5.398, 'host_mag': 24.369, 'qso_x': -0.104, 'qso_y': -0.019, 'redu_Chisq': 1.308695}
021259.10-043336.8 R {'amp': 1.439, 'R_sersic': 2.027, 'n_sersic': 3.888, 'center_x': 0.042, 'center_y': -0.041, 'phi_G': 0.294, 'q': 0.673, 'QSO_amp': 231.241, 'host_amp': 75.244, 'host_flux_ratio_percent': 24.551, 'host_mag': 22.309, 'qso_x': -0.109, 'qso_y': -0.01, 'redu_Chisq': 1.301731}
021259.10-043336.8 Z {'amp': 4.689, 'R_sersic': 2.027, 'n_sersic': 3.888, 'center_x': 0.209, 'center_y': 0.042, 'phi_G': 0.294, 'q': 0.673, 'QSO_amp': 382.089, 'host_amp': 245.061, 'host_flux_ratio_percent': 39.075, 'host_mag': 21.027, 'qso_x': 0.053, 'qso_y': -0.016, 'redu_Chisq': 1.125324}
021259.10-043336.8 Y {'amp': 5.77, 'R_sersic': 2.027, 'n_sersic': 3.888, 'center_x': -0.005, 'center_y': 0.001, 'phi_G': 0.294, 'q': 0.673, 'QSO_amp': 331.427, 'host_amp': 281.592, 'host_flux_ratio_percent': 45.935, 'host_mag': 20.876, 'qso_x': 0.069, 'qso_y': -0.01, 'redu_Chisq': 1.092501}
221623.77-000728.7 I {'amp': 31.069, 'R_sersic': 0.608, 'n_sersic': 2.934, 'center_x': 0.061, 'center_y': -0.108, 'phi_G': -0.855, 'q': 0.828, 'QSO_amp': 281.657, 'host_amp': 181.677, 'host_flux_ratio_percent': 39.211, 'host_mag': 21.352, 'qso_x': 0.125, 'qso_y': -0.056, 'redu_Chisq': 1.242661}
221623.77-000728.7 G {'amp': 3.572, 'R_sersic': 0.608, 'n_sersic': 2.934, 'center_x': 0.222, 'center_y': -0.171, 'phi_G': -0.855, 'q': 0.828, 'QSO_amp': 237.564, 'host_amp': 20.799, 'host_flux_ratio_percent': 8.05, 'host_mag': 23.705, 'qso_x': 0.283, 'qso_y': -0.065, 'redu_Chisq': 1.104787}
221623.77-000728.7 R {'amp': 10.533, 'R_sersic': 0.608, 'n_sersic': 2.934, 'center_x': 0.18, 'center_y': -0.076, 'phi_G': -0.855, 'q': 0.828, 'QSO_amp': 279.073, 'host_amp': 61.11, 'host_flux_ratio_percent': 17.964, 'host_mag': 22.535, 'qso_x': 0.279, 'qso_y': -0.058, 'redu_Chisq': 1.046518}
221623.77-000728.7 Z {'amp': 44.296, 'R_sersic': 0.608, 'n_sersic': 2.934, 'center_x': 0.102, 'center_y': -0.11, 'phi_G': -0.855, 'q': 0.828, 'QSO_amp': 316.868, 'host_amp': 259.362, 'host_flux_ratio_percent': 45.01, 'host_mag': 20.965, 'qso_x': 0.121, 'qso_y': -0.059, 'redu_Chisq': 1.048345}
221623.77-000728.7 Y {'amp': 57.056, 'R_sersic': 0.608, 'n_sersic': 2.934, 'center_x': 0.063, 'center_y': -0.092, 'phi_G': -0.855, 'q': 0.828, 'QSO_amp': 282.425, 'host_amp': 331.796, 'host_flux_ratio_percent': 54.019, 'host_mag': 20.698, 'qso_x': 0.13, 'qso_y': -0.061, 'redu_Chisq': 1.098324}
142030.62-010543.4 I {'amp': 29.401, 'R_sersic': 0.81, 'n_sersic': 0.436, 'center_x': 0.051, 'center_y': 0.027, 'phi_G': -0.201, 'q': 0.782, 'QSO_amp': 635.216, 'host_amp': 132.13, 'host_flux_ratio_percent': 17.219, 'host_mag': 21.697, 'qso_x': -0.016, 'qso_y': 0.049, 'redu_Chisq': 1.45293}
142030.62-010543.4 G {'amp': 2.762, 'R_sersic': 0.81, 'n_sersic': 0.436, 'center_x': 0.244, 'center_y': -0.02, 'phi_G': -0.201, 'q': 0.782, 'QSO_amp': 255.735, 'host_amp': 12.414, 'host_flux_ratio_percent': 4.629, 'host_mag': 24.265, 'qso_x': 0.155, 'qso_y': 0.047, 'redu_Chisq': 1.084597}
